Source,Target,Weight
imwithher,sisepuede,34
imwithher,hillarystepdown,34
imwithher,choking,34
imwithher,voteon,33
imwithher,kaine,33
imwithher,grandmothersforhillary,33
imwithher,nofalseequivalency,33
imwithher,nationalearlyvoteday,33
imwithher,podestaemails19,33
imwithher,defea,33
imwithher,wipedclean,33
imwithher,votedearly,33
imwithher,mailedit,33
imwithher,thedemocrats,33
imwithher,thankyounote,33
imwithher,dumpgop,33
imwithher,imwithhim,33
imwithher,hereiamwithher,33
imwithher,choice,33
imwithher,cincinnati,33
imwithher,corruptmedia,32
imwithher,votrtrump,32
imwithher,pantsuit,32
imwithher,cruzcrew,32
imwithher,twastheboogeyman,32
imwithher,bernie2016,32
imwithher,imwithhermorethanever,32
imwithher,strongertoget,32
imwithher,imhereallnightfolks,32
imwithher,votenasty,32
imwithher,lasvegas,32
imwithher,factsmatter,32
imwithher,polls,32
imwithher,nevadaforhillary,32
imwithher,stopgop,32
imwithher,hoosiersforhillary,32
imwithher,strongwomen,31
imwithher,revolution2016,31
imwithher,takebackthesenate,31
imwithher,drafto,31
imwithher,fli,31
imwithher,trumptr,31
imwithher,drunkhillary,31
imwithher,draintheswam,31
imwithher,hillaryse,31
imwithher,willandgrace,31
imwithher,weinerleaks,31
imwithher,changemyvote,31
imwithher,votecongressblue,31
imwithher,stoprush,31
imwithher,votethemout,31
imwithher,womenagainsttrump,31
imwithher,mcmullinfinn,31
imwithher,fbifail,31
imwithher,imwithherd,31
imwithher,email,31
imwithher,patriots,31
imwithher,tjms,31
imwithher,billweld,31
imwithher,vote3rdparty,31
imwithher,p,30
imwithher,stee,30
imwithher,podesta22,30
imwithher,ocforhc,30
imwithher,repost,30
imwithher,revolution,30
imwithher,fuckyeah,30
imwithher,supporter,30
imwithher,abedin,30
imwithher,tweetsheet,30
imwithher,draintheswa,30
imwithher,unfitforoffice,30
imwithher,ww3,30
imwithher,uslatin,30
imwithher,standwithher,30
imwithher,stillsanders,30
imwithher,berniebros,30
imwithher,latinovetsforhillary,30
imwithher,rico,30
imwithher,rapeculture,30
imwithher,iacaucus,30
imwithher,traitor,30
imwithher,betterthanthis,29
imwithher,thingsthatdisturbme,29
imwithher,ak,29
imwithher,hypocrites,29
imwithher,arrested,29
imwithher,republicansriggingelection,29
imwithher,hillaryvstrump,29
imwithher,magat,29
imwithher,staywoke,29
imwithher,cuteanimals,29
imwithher,vine,29
imwithher,letsmakehistory,29
imwithher,reiders,29
imwithher,iowawoman,29
imwithher,voterepublicansout,29
imwithher,nationalpantsuitday,29
imwithher,voteclinton,29
imwithher,kittens,29
imwithher,sisepue,29
imwithher,liberty,29
imwithher,theview,29
imwithher,turntxblue,29
