Source,Target,Weight
election2016,unit,20
election2016,flvotes,20
election2016,scritturebrevi,20
election2016,hill,20
election2016,notrump,20
election2016,anthonyweiner,20
election2016,twitter,20
election2016,presidenttrump,20
election2016,neverhillaryortrump,20
election2016,moneyinpolitics,20
election2016,uswahl,20
election2016,nytimes,20
election2016,journo,20
election2016,design,20
election2016,orpol,20
election2016,womenalsoknowstuff,20
election2016,isdemocracydead,20
election2016,mississippi,20
election2016,poverty,20
election2016,gapol,20
election2016,cartoon,20
election2016,i,19
election2016,gohill,19
election2016,blacksfortrump,19
election2016,1a,19
election2016,hillaryclinton2016,19
election2016,millenials,19
election2016,seattle,19
election2016,behindthescenes,19
election2016,hispanic,19
election2016,lati,19
election2016,mdvo,19
election2016,amjoy,19
election2016,wikkileaks,19
election2016,fail,19
election2016,photography,19
election2016,photoid,19
election2016,ialegis,19
election2016,trumptapes,19
election2016,brewdemocracy,19
election2016,americaisbeautiful,19
election2016,wearegreen,19
election2016,liar,19
election2016,demstorm,19
election2016,data,19
election2016,youtube,19
election2016,whinylittlebitch,19
election2016,racingextinction,19
election2016,candidates,19
election2016,usa2016,19
election2016,comics,19
election2016,christians,19
election2016,misogyny,19
election2016,toolfortrump,19
election2016,breitbart,19
election2016,blackvotesmatter,19
election2016,fallon,18
election2016,melaniaspeech,18
election2016,electtoadopt,18
election2016,startups,18
election2016,macroeconomy,18
election2016,trading,18
election2016,liberals,18
election2016,canada,18
election2016,environment,18
election2016,trump201,18
election2016,stopthebromance,18
election2016,weiner,18
election2016,h1b,18
election2016,ma,18
election2016,tulcovotes,18
election2016,tx,18
election2016,vo,18
election2016,voav,18
election2016,emailgate,18
election2016,usnews,18
election2016,durhamnc,18
election2016,3wordmotivationalspeech,18
election2016,culture,18
election2016,independents,18
election2016,electionnightchecklist,18
election2016,iamwithher,18
election2016,investor,18
election2016,nevertrumporhillary,18
election2016,rusia,18
election2016,newhampsh,18
election2016,followthemoney,18
election2016,genderequality,18
election2016,smallbiz,18
election2016,charlotte,18
election2016,lawandorder,18
election2016,wine,18
election2016,liberal,18
election2016,giuliani,18
election2016,hope,18
election2016,electionmagic,18
election2016,people,18
election2016,undecided2016,18
election2016,cmaawards50,18
election2016,atl,18
election2016,womenfortrump,18
election2016,yourvoiceyourvote,17
election2016,twitterpoll,17
election2016,abortion,17
election2016,bullying,17
election2016,gop4hrc,17
election2016,punchlines,17
election2016,wallstreet,17
election2016,votebymail,17
election2016,ncvotesearly,17
election2016,standwithher,17
election2016,trumpisarapist,17
election2016,entrepreneurs,17
election2016,uselections,17
election2016,clintonemailscandal,17
election2016,fbireopenscase,17
election2016,hillarysemail,17
election2016,exgop,17
election2016,madampresident,17
election2016,family,17
election2016,nra,17
election2016,fbileaks,17
election2016,trumpland,17
election2016,limacharlienews,17
election2016,americans,17
election2016,hacked,17
election2016,csuite,17
